Student ID,Unit Number,Comments,Satisfaction
638,394,"hands on learning
ability to use outside the box thinking
ability to work directly with a client",5
639,394,"<> - <> amazing experience, guidance was tailored to our project needs and support was always sufficient. Amazing program",5
640,395,- The content was interesting.,5
641,343,Learning about cognitive psychology.,5
642,396,"The lecturer, <>, was incredibly organised, and made sure that everyone understood the content to the fullest extent.",5
643,53,The lecture quality.,5
644,151,"The support and willingness to help students explain concepts through lectures, blackboard etc.",5
645,383,"I like the Labs are set up so the first six weeks helps you  learn the JADE framework.  Giving you the tools necessary to build your project. The lab sheets are mostly simple and clear and don't take too long. All you need to do is look at the code understand how it works and implemented.  and you don't have to write reports!?!? Which is just I'm single and I'm so glad that the septic doesn't have it in the Labs.

Also like the whole group project of how you get to choose a certain problem and then you get to construct a solution with the knowledge you've learnt from the lectures of about information systems. Also like that it's a group task because it makes the workload a lot easier and you can build things much better quicker.

having the guest speaker was a good idea as well.",5
646,397,"Labs setup is very good, there were enough books available in lab to study",5
647,118,"robotic project , challenging tasks , helpful lecturer, clear lecture slides, diversity of assignments type.",5
648,398,"Best is every thing. <> lectures, Lab sessions with <> and <> <3 and last but not the least very energetic <>",5
649,21,knowledge of <> when taking tutorial classes,5
650,174,Engaging tutorials and good lecturer,5
651,80,"<> was one of the most passionate teachers I have ever had. Her feedback was great and she got straight to the point. I liked how I was put out of my comfort zone by having to show my work infront of the class, but then I got great feedback that really helped me with my assignment and helped to develop my branding skills.
Was a really good assignment brief and there was so much freedom. Will defiantly be something I will be proud to have in my folio.",5
652,399,I enjoyed the class discussion questions in tutorials  and the essay. Assignments were very interesting.,5
55,347,"My tutor was great, the quizzes were somewhat helpful and the practical usability testing was fun.",5
